"ea4cb6a2-f637-413a-91cc-d58473c2f138","INSPIRE View service voor Milieubewakingsvoorzieningen","http://services.inspire-provincies.nl/EnvironmentalMonitoringFacilities/services/view_EF?request=GetCapabilities","OGC:WMS","#notpresent",""VERORDENING (EU) Nr. 1089\/2010 VAN DE COMMISSIE van 23 november 2010 ter uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad betreffende de interoperabiliteit van verzamelingen ruimtelijke gegevens en van diensten met betrekking tot ruimtelijke gegevens";"Conform verordening; validatie uitgevoerd met de ETF Validator voor INSPIRE view en downloadservices versie 1.4.1";"VERORDENING (EG) Nr. 976\/2009 VAN DE COMMISSIE van 19 oktober 2009 tot uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad wat betreft de netwerkdiensten";"Conform verordening; validatie uitgevoerd met de ETF Validator voor INSPIRE view en downloadservices versie 1.4.1";"Technical Guidance for the implementation of INSPIRE View Services 3.1";"conformant"",""false";"true";"true""
"ebd6ea46-ee7b-432f-83c4-058c889a790d","INSPIRE Download service voor Milieubewakingsvoorzieningen","http:\/\/services.inspire-provincies.nl\/EnvironmentalMonitoringFacilities\/services\/download_EF?request=GetCapabilities","["OGC:WFS","OGC:WFS","OGC:WFS"]","#notpresent",""VERORDENING (EU) Nr. 1089\/2010 VAN DE COMMISSIE van 23 november 2010 ter uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad betreffende de interoperabiliteit van verzamelingen ruimtelijke gegevens en van diensten met betrekking tot ruimtelijke gegevens";"Conform verordening; validatie uitgevoerd met de ETF Validator voor INSPIRE view en downloadservices versie 1.4.1";"VERORDENING (EG) Nr. 976\/2009 VAN DE COMMISSIE van 19 oktober 2009 tot uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad wat betreft de netwerkdiensten";"Conform verordening; validatie uitgevoerd met de ETF Validator voor INSPIRE view en downloadservices versie 1.4.1";"Technical Guidance for the implementation of INSPIRE Download Services 3.0";"conformant"",""false";"true";"true""
