"6d86c14f-cccf-41e9-a58e-ead9d52ae35d","KRW Waterlichamen en stroomgebieden - WMS","http://data.waterkwaliteitsportaal.nl/inspire/vs/AM","#notpresent","#notpresent",""VERORDENING (EU) Nr. 1089\/2010 VAN DE COMMISSIE van 23 november 2010 ter uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad betreffende de interoperabiliteit van verzamelingen ruimtelijke gegevens en van diensten met betrekking tot ruimtelijke gegevens";"Zie de gerefereerde specificatie.";"VERORDENING (EG) Nr. 976\/2009 VAN DE COMMISSIE van 19 oktober 2009 tot uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad wat betreft de netwerkdiensten";"Conform verordening; validatie uitgevoerd met de ETF Validator voor INSPIRE view en downloadservices versie 1.4.1";"Technical Guidance for the implementation of INSPIRE View Services v3.11";"Conform technische specificatie; Validatie uitgevoerd met de ETF Validator voor INSPIRE view en downloadservices versie 1.4.1"",""false";"true";"true""
"539ec652-482d-4806-a830-0458cf8be477","Meetlocaties waterkwaliteit - WMS","http://data.waterkwaliteitsportaal.nl/inspire/vs/EF","#notpresent","#notpresent",""VERORDENING (EU) Nr. 1089\/2010 VAN DE COMMISSIE van 23 november 2010 ter uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad betreffende de interoperabiliteit van verzamelingen ruimtelijke gegevens en van diensten met betrekking tot ruimtelijke gegevens";"Zie de gerefereerde specificatie.";"VERORDENING (EG) Nr. 976\/2009 VAN DE COMMISSIE van 19 oktober 2009 tot uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad wat betreft de netwerkdiensten";"Conform verordening; validatie uitgevoerd met de ETF Validator voor INSPIRE view en downloadservices versie 1.4.1";"Technical Guidance for the implementation of INSPIRE View Services v3.11";"Conform technische specificatie; Validatie uitgevoerd met de ETF Validator voor INSPIRE view en downloadservices versie 1.4.1"",""false";"true";"true""
"ef2a7962-8bb4-483f-ca52-85123f579","Meetlocaties Waterkwaliteit, KRW waterlichamen en stroomgebied districten - Atom feed","http://data.waterkwaliteitsportaal.nl/inspire/ds/nl.xml","#notpresent","#notpresent",""VERORDENING (EU) Nr. 1089\/2010 VAN DE COMMISSIE van 23 november 2010 ter uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad betreffende de interoperabiliteit van verzamelingen ruimtelijke gegevens en van diensten met betrekking tot ruimtelijke gegevens";"notEvaluated";"VERORDENING (EG) Nr. 976\/2009 VAN DE COMMISSIE van 19 oktober 2009 tot uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad wat betreft de netwerkdiensten";"Conform verordening; validatie uitgevoerd met de ETF Validator voor INSPIRE view en downloadservices versie 1.4.1";"Technical Guidance for the implementation of INSPIRE View Services v3.11";"Conform technische specificatie; Validatie uitgevoerd met de ETF Validator voor INSPIRE view en downloadservices versie 1.4.1"",""false";"true";"true""
