"a7e4bc31-60c1-4b78-bef1-eed768ceafa0","(T) KNMI Actuele synoptische weerwaarnemingen per 10 minuten-KMDS__OPER_P___10M_OBS_L2","https://haleconnect.com/services/bsp/org.874.c4108a11-bdbb-4461-8902-423531561a7e/service/atom/id_predefined_dataset","download","http://data.europa.eu/eli/reg/2009/976",""Commission Regulation (EC) No 976\/2009 of 19 October 2009 implementing Directive 2007\/2\/EC of the European Parliament and of the Council as regards the Network Services";"See the referenced specification"","true"
"55cf16e8-1c04-462c-b78a-e0d28823dd2e","(T) KNMI Actuele synoptische weerwaarnemingen per 10 minuten-KMDS__OPER_P___10M_OBS_L2","https://haleconnect.com/ows/services/org.874.c4108a11-bdbb-4461-8902-423531561a7e_wfs?SERVICE=WFS&Request=GetCapabilities","download","http://data.europa.eu/eli/reg/2009/976",""Commission Regulation (EC) No 976\/2009 of 19 October 2009 implementing Directive 2007\/2\/EC of the European Parliament and of the Council as regards the Network Services";"See the referenced specification"","true"
"2f28bd85-0afc-4dc1-85f3-dac55c1b485e","(T) KNMI Actuele synoptische weerwaarnemingen per 10 minuten-KMDS__OPER_P___10M_OBS_L2","https://haleconnect.com/ows/services/org.874.c4108a11-bdbb-4461-8902-423531561a7e_wms?SERVICE=WMS&Request=GetCapabilities","view","http://data.europa.eu/eli/reg/2009/976",""Commission Regulation (EC) No 976\/2009 of 19 October 2009 implementing Directive 2007\/2\/EC of the European Parliament and of the Council as regards the Network Services";"See the referenced specification"","true"
