"49ff0584-a173-4098-824c-119edf8447f7","INSPIRE as-is View service Beschermde gebieden - Cultuurhistorie","https:\/\/services.rce.geovoorziening.nl\/rce\/wms?request=GetCapabilities","["OGC:WMS","OGC:WMS","OGC:WMS"]",""https:\/\/eur-lex.europa.eu\/eli\/reg\/2009\/976";"http:\/\/inspire.ec.europa.eu\/documents\/technical-guidance-implementation-inspire-view-services-1"",""Nadere uitleg bij het al dan niet volledig voldoen aan de specificatie";"Nadere uitleg bij het al dan niet volledig voldoen aan de specificatie"",""true";"true""
"ef2a7962-8bb4-483f-ac78-851b619f357f","INSPIRE as-is Download service Beschermde gebieden - Cultuurhistorie","https://services.rce.geovoorziening.nl/www/download/nl.xml","INSPIRE Atom",""https:\/\/eur-lex.europa.eu\/eli\/reg\/2009\/976";"http:\/\/inspire.ec.europa.eu\/documents\/technical-guidance-implementation-inspire-view-services-1"",""Nadere uitleg bij het al dan niet volledig voldoen aan de specificatie";"Open Search mechanisme van het Nationaal Georegister functioneert nog niet naar behoren."",""true";"false""
