"a1fc87c2-ba61-4f13-82c6-48c5bc22ece2","Totale potentie aardwarmte uit aquifers, as-is, viewservice","https://www.gdngeoservices.nl/inspire/geoserver/geothermal_as_is/ows?request=GetCapabilities&service=WMS","view",""https:\/\/inspire.ec.europa.eu\/documents\/technical-guidance-implementation-inspire-view-services-1";"https:\/\/eur-lex.europa.eu\/eli\/reg\/2009\/976"",""De viewervice voldoet aan de Technical Guidance for the implementation of INSPIRE view Services; aangezien hij valideert aan de EU INSPIRE validator.";"De viewservice voldoet aan de vereisten in de verordening."",""true";"true""
"ef1c3853-de33-4c6a-84c5-a7254a197abc","zoutvelden en zoutproductieputten onder INSPIRE, WFS downloadservice","https://www.gdngeoservices.nl/geoserver/salt/wfs?service=WFS&request=getcapabilities","download","#notpresent",""VERORDENING (EG) Nr. 976\/2009 VAN DE COMMISSIE van 19 oktober 2009 tot uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad wat betreft de netwerkdiensten";"De downloadservice voldoet aan de verordening.";"Technical Guidance for the implementation of INSPIRE Download Services";"De downloadservice voldoet aan de richtlijnen van INSPIRE."",""true";"true""
"82fa284e-8218-40e4-a593-c2f8a832c3d5","Olie- en gasvelden onder INSPIRE, viewservice","https://www.gdngeoservices.nl/inspire/geoserver/oilgas/ows?request=GetCapabilities&service=WMS","view","#notpresent",""Technical Guidance for the implementation of INSPIRE View Services";"De viewservice voldoet aan de richtlijnen van INSPIRE.";"VERORDENING (EG) Nr. 976\/2009 VAN DE COMMISSIE van 19 oktober 2009 tot uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad wat betreft de netwerkdiensten";"De viewservice voldoet aan de verordening."",""true";"true""
"b7880739-a701-4cc0-bb32-2bba61fa8924","Totale potentie aardwarmte uit aquifers onder INSPIRE, viewservice","https://www.gdngeoservices.nl/inspire/geoserver/geothermal/ows?request=GetCapabilities&service=WMS","view",""https:\/\/inspire.ec.europa.eu\/documents\/technical-guidance-implementation-inspire-view-services-1";"https:\/\/eur-lex.europa.eu\/eli\/reg\/2009\/976"",""De viewservice voldoet aan de richtlijnen van INSPIRE.";"De viewservice voldoet aan de verordening."",""true";"true""
"e5ef707f-6458-4567-8d2c-d24fe88ab5e9","zoutvelden en zoutproductieputten onder INSPIRE, viewservice","https://www.gdngeoservices.nl/inspire/geoserver/salt/ows?request=GetCapabilities&service=WMS","view","#notpresent",""Technical Guidance for the implementation of INSPIRE View Services";"De viewservice voldoet aan de richtlijnen van INSPIRE.";"VERORDENING (EG) Nr. 976\/2009 VAN DE COMMISSIE van 19 oktober 2009 tot uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad wat betreft de netwerkdiensten";"De viewservice voldoet aan de verordening."",""true";"true""
"e9d9e7f7-3493-4dc2-b127-456fe74f0d57","Totale potentie aardwarmte uit aquifers, as-is, WCS downloadservice","https://www.gdngeoservices.nl/geoserver/geothermal_as_is/wcs?service=WCS&request=getcapabilities","download",""http:\/\/inspire.ec.europa.eu\/id\/citation\/ir\/reg-976-2009";"http:\/\/data.europa.eu\/eli\/reg\/2009\/976";"https:\/\/knowledge-base.inspire.ec.europa.eu\/publications\/technical-guidance-implementation-inspire-download-services-using-web-coverage-services-wcs_en";"http:\/\/www.opengis.net\/doc\/IS\/wcs-core-2.0.1"",""De downloadservice voldoet aan de vereisten in de Verordening.";"De downloadservice voldoet aan de richtlijnen van INSPIRE.";"De downloadservice voldoet aan de OGC® Web Coverage Service (WCS) Interface Standard \u2013 Core; version 2.1."",""true";"true";"true""
"5ef14b8a-45be-4780-a524-198bda9e3939","Olie- en gasvelden onder INSPIRE, WFS downloadservice","https://www.gdngeoservices.nl/geoserver/oilgas/wfs?service=WFS&request=getcapabilities","download","#notpresent",""VERORDENING (EG) Nr. 976\/2009 VAN DE COMMISSIE van 19 oktober 2009 tot uitvoering van Richtlijn 2007\/2\/EG van het Europees Parlement en de Raad wat betreft de netwerkdiensten";"De downloadservice voldoet aan de verordening.";"Implementing Rules for Network Services (Regulation 976\/2009)";"De downloadservice voldoet aan de implementing rules for network services."",""true";"true""
"aef19874-87f7-4211-9023-f74801f7935d","Totale potentie aardwarmte uit aquifers onder INSPIRE, WCS downloadservice","https://www.gdngeoservices.nl/geoserver/geothermal/wcs?service=WCS&request=getcapabilities","download",""https:\/\/eur-lex.europa.eu\/eli\/reg\/2009\/976";"https:\/\/inspire.ec.europa.eu\/documents\/technical-guidance-implementation-inspire-download-services"",""De downloadservice voldoet aan de verordening.";"De downloadservice voldoet aan de richtlijnen van INSPIRE."",""true";"true""
"f380b311-9d0d-42cb-8cb4-d4dd572fae77","Oppervlaktegeologie, Geologische kaart onder INSPIRE, WFS downloadservice","https://www.gdngeoservices.nl/geoserver/geomap/wfs?service=WFS&request=getcapabilities","download",""https:\/\/eur-lex.europa.eu\/eli\/reg\/2009\/976";"https:\/\/inspire.ec.europa.eu\/documents\/technical-guidance-implementation-inspire-download-services"",""De downloadservice voldoet aan de verordening.";"De downloadservice voldoet aan de richtlijnen van INSPIRE."",""true";"true""
"2dd6c9df-bb47-40eb-af39-2d17f09b9bb9","Oppervlaktegeologie, Geologische kaart onder INSPIRE, viewservice","https://www.gdngeoservices.nl/inspire/geoserver/geomap/ows?request=GetCapabilities&service=WMS","view",""https:\/\/inspire.ec.europa.eu\/documents\/technical-guidance-implementation-inspire-view-services-1";"https:\/\/eur-lex.europa.eu\/eli\/reg\/2009\/976"",""De viewservice voldoet aan de richtlijnen van INSPIRE.";"De viewservice voldoet aan de verordening."",""true";"true""
